C00-2136,18,1
W03-0501,0,0
J94-2001,1,0
P08-1004,1,0
P09-2004,9,0
P09-1040,1,0
P04-1075,3,1
W03-0501,4,0
W07-2009,18,0
P98-1012,3,1
P06-1121,19,0
J99-4005,17,0
W05-1506,2,0
N03-1024,9,0
P06-2005,9,0
D07-1109,8,0
J06-1003,11,0
P02-1040,19,0
D09-1026,2,1
J94-2003,5,0
P07-1003,9,0
P09-1011,19,0
E06-1015,3,0
P97-1063,3,1
P04-1085,1,0
W02-1039,10,1
P05-1022,17,0
W06-2922,8,1
W99-0604,10,0
E03-1076,14,1
P07-2045,18,0
C04-1081,3,0
P09-1104,4,0
P06-2006,15,0
P94-1012,7,0
W00-1308,11,0
W07-1604,7,0
N12-1052,5,0
W06-1639,13,0
D09-1092,14,0
N04-4026,7,0
P04-1041,6,0
P83-1021,7,0
W07-2016,6,0
P03-1054,14,0
A00-2031,11,0
H05-2018,15,0
W07-2014,4,0
P06-1115,0,1
A92-1018,18,0
W02-2024,0,0
W03-0428,14,0
J93-1007,17,1
P04-1013,13,1
P06-1011,15,0
P02-1046,7,0
E06-1040,9,0
D07-1114,0,0
N01-1020,18,0
C94-1042,0,0
P09-1058,6,0
P96-1025,11,0
W03-0424,19,0
W05-1513,11,0
W04-3230,15,0
P02-1018,17,0
W95-0105,12,0
P02-1053,9,0
N13-1090,13,0
P02-1042,4,0
J96-1001,0,0
J08-2002,17,0
W05-1506,15,0
P03-1022,10,0
J98-1006,15,0
J98-2004,16,0
P91-1022,6,0
P07-1094,15,0
W07-0733,4,0
P93-1001,9,0
W04-3206,2,0
P02-1046,12,1
J02-3001,19,0
W00-0730,7,0
P06-1067,12,0
P07-1073,1,0
W06-2932,8,0
P03-1051,11,0
W99-0625,1,0
P98-2182,1,0
P01-1064,8,0
P06-2006,6,0
C94-1042,10,0
P04-1043,11,0
J01-3001,3,1
W04-1013,12,0
W02-2026,11,0
P01-1030,5,0
E03-1009,0,0
P04-1005,15,1
C02-1150,6,1
W10-2805,1,1
W99-0611,5,1
P07-1036,4,0
H92-1026,3,0
E03-1005,8,0
P05-1066,0,0
P08-1115,14,0
D07-1072,1,0
P08-1101,2,1
N09-1036,12,0
A00-2018,5,0
C04-1100,15,1
P06-1066,12,0
J08-1002,3,0
P08-2012,8,0
H94-1046,11,0
W99-0611,13,0
W04-3206,0,0
H05-1021,6,0
W01-0521,15,0
P07-1121,6,0
A94-1016,2,0
J02-1003,14,1
W04-3111,18,1
D09-1058,14,0
W07-0403,3,0
D07-1074,17,1
J01-3003,3,0
J05-3002,10,0
P96-1006,2,0
J01-2002,8,1
P05-1072,17,0
P96-1024,5,0
J10-4006,17,0
W02-1006,5,0
D08-1089,7,0
W99-0613,16,0
W02-0902,0,0
N04-1013,16,0
P00-1065,7,0
P06-2005,3,0
I05-3017,1,1
A94-1009,2,0
J90-1004,0,0
P02-1035,16,0
P05-1033,4,1
C96-1058,5,0
P84-1018,3,0
D08-1016,19,1
J97-1003,19,0
P96-1041,12,1
W00-1201,9,0
N04-4015,19,0
J93-1004,6,0
W99-0611,16,1
A00-2024,6,0
J97-1002,14,0
P83-1007,0,0
P05-1010,0,0
P04-1035,16,1
E03-1076,3,0
J04-3002,7,0
N07-1018,6,0
W94-0319,13,0
P11-1019,9,1
P11-1016,5,0
P09-1104,10,0
W04-2407,14,0
D09-1058,4,0
H92-1045,18,0
P06-2005,7,0
P04-1077,11,0
P07-1004,4,1
C10-2005,7,0
P89-1010,2,0
P01-1017,15,0
J99-1003,15,0
N13-1090,8,1
H05-1011,6,1
P06-1066,16,0
P99-1041,16,1
J94-4001,8,0
C94-1079,12,1
P08-1076,7,0
P91-1023,5,1
J93-2005,4,0
W06-2933,15,0
P96-1027,11,0
I05-3025,12,0
W95-0115,2,0
J98-1006,11,0
P03-1051,0,0
H94-1020,10,0
J96-1001,15,0
A92-1018,12,0
P06-1097,11,0
J96-1002,3,0
N04-1035,16,0
J06-1003,7,0
D11-1006,19,0
A97-1014,4,1
D07-1104,10,0
W04-2401,12,0
E03-1009,6,0
P05-1022,2,0
P06-1032,5,0
E09-1013,19,0
H05-1012,2,0
C08-1109,18,0
D08-1082,6,0
J08-1001,7,0
J01-4004,8,0
P06-2101,13,0
C04-1041,5,0
P07-1091,7,0
P04-1035,10,0
W06-3114,6,0
P03-1021,16,0
W97-0713,0,1
W02-2016,13,0
J94-2001,0,0
N06-1058,4,1
P00-1058,5,1
W11-1801,14,1
P99-1032,17,0
P97-1023,1,0
W99-0501,0,0
J04-4004,1,0
D07-1007,11,0
P07-1094,18,0
H05-1004,3,1
P95-1050,12,0
J03-4004,5,0
C88-1016,5,0
W05-0904,3,0
D09-1101,5,0
P02-1051,0,0
W09-0424,9,0
A00-2031,3,0
N03-1028,7,0
C00-2163,15,0
W07-0734,12,0
P07-1121,13,0
P07-1106,7,0
W03-0404,17,0
P05-1034,17,0
P02-1017,17,0
P06-1043,6,0
H93-1061,7,0
N04-1015,7,0
J98-1001,3,0
W01-0501,4,0
W97-0322,7,0
W00-0717,7,0
P06-1109,5,1
W07-2016,5,0
P05-1034,9,0
P03-1009,10,0
W06-2922,18,1
N04-4026,10,0
P07-1003,5,0
P95-1050,0,1
P87-1033,5,0
P06-1097,8,0
P03-1019,7,0
D08-1011,1,0
P10-1146,12,1
P06-1014,6,0
W02-1001,5,1
P11-1060,12,0
J94-3001,9,0
C92-3150,1,0
D08-1082,13,0
P08-1119,3,0
W06-1642,4,0
W01-0501,11,1
P02-1035,15,0
W03-0404,13,1
P03-1022,3,0
C04-1197,10,0
D08-1068,2,0
C10-1152,17,0
N07-1047,11,0
C02-1114,3,0
P10-1052,18,0
P06-1097,4,0
N03-1021,11,0
E06-1051,15,0
P00-1037,10,1
J08-4004,7,0
P94-1012,5,0
N04-1043,3,0
W95-0115,11,1
W03-0404,3,0
C10-1011,15,0
C92-2082,0,0
D08-1083,19,0
N03-1028,12,0
J08-1002,5,1
P85-1018,7,0
W99-0604,1,1
P89-1009,14,0
H92-1026,1,0
W02-1018,18,0
E06-1042,7,0
J92-4003,1,1
P02-1033,18,0
A00-1031,5,0
W04-2705,5,0
W05-1203,5,0
P09-1019,0,0
P05-1047,16,1
J04-4004,10,0
J97-1005,10,1
P95-1050,10,0
N09-1012,1,0
W09-0401,18,1
P04-3022,16,0
P03-1019,2,1
J90-1003,19,0
P05-1066,9,0
J93-1005,13,0
N09-1028,3,1
N03-2002,16,1
E06-1042,17,0
W04-3111,12,0
N03-2002,0,0
P91-1034,8,0
J08-4003,17,0
P98-1013,15,0
P02-1050,10,0
D08-1024,11,0
W04-3103,19,0
P07-1106,6,0
J90-1004,16,0
M95-1005,2,0
N01-1006,14,0
P08-1115,12,0
J01-2001,7,0
P08-1115,16,0
W06-1607,10,0
W11-1801,13,0
J03-4003,16,0
J01-2002,6,0
P99-1068,7,0
P05-1052,8,0
J06-1003,18,0
I08-1059,14,0
P06-1014,12,0
J03-1002,1,0
W03-0301,4,0
W02-1503,1,0
W04-3230,4,0
P03-1023,3,0
W11-1902,2,0
P06-1009,6,0
P06-2006,16,0
W04-2609,13,0
P01-1005,10,0
W02-2018,13,0
S12-1053,6,0
P06-1066,13,0
C04-1180,7,1
E09-1013,1,0
P04-1015,17,0
J97-1002,9,0
C96-1021,7,0
N09-1003,3,0
P11-1020,3,0
W03-0428,15,0
J03-1003,1,0
P05-1001,3,0
P05-1011,19,0
C10-1152,3,0
N09-1009,16,0
P06-1067,8,1
J94-4002,7,0
P04-1015,8,0
P96-1027,9,0
W06-3105,3,0
W05-1506,9,0
P03-1056,9,0
P05-1074,8,1
N12-1047,6,0
J02-1003,13,0
W98-1411,11,0
P06-1014,10,1
P08-2012,6,0
J01-3003,9,0
W02-2024,8,0
P05-1052,10,0
P91-1022,1,0
P99-1004,2,0
W95-0105,0,0
N06-2013,3,0
P08-1085,0,0
W02-2016,4,0
P87-1022,8,0
P96-1041,15,0
P09-1040,0,0
N07-1018,4,0
W04-3111,13,0
J09-3003,2,0
D08-1014,12,0
P06-1067,3,0
P95-1007,17,0
J94-2001,10,0
D08-1031,18,0
P04-1075,8,0
P03-1023,10,0
P05-1045,1,0
J98-3005,1,1
W97-0313,11,0
C04-1197,0,0
J01-2004,15,0
N07-1018,17,0
W03-0425,15,0
N04-1019,7,0
P05-1001,10,0
E09-1005,1,0
C04-1041,17,0
P06-2014,7,0
P03-1044,9,0
J93-1007,4,0
N06-1058,13,0
W04-0807,16,0
W00-1201,4,0
C90-3045,7,0
N06-1058,2,0
W97-0109,2,0
P09-1057,15,0
P09-1113,3,0
P89-1009,17,0
A00-1031,7,0
P94-1013,13,1
J03-4003,13,0
P97-1035,10,0
C04-1051,3,0
W06-3114,1,0
N09-1009,2,0
P02-1017,14,0
P03-1056,3,0
P00-1037,0,0
W03-0428,5,0
D08-1068,4,0
W02-0908,5,0
P06-1103,6,0
A00-2004,7,0
P92-1005,2,1
N04-1016,13,1
P04-1005,2,0
W04-3208,2,0
W03-0425,5,0
P09-1113,0,0
P94-1012,4,0
N01-1025,8,0
C04-1072,15,0
N03-1016,5,1
P07-1056,5,0
C94-2195,6,0
P02-1031,6,0
J05-1004,6,0
M95-1005,8,0
D10-1048,9,0
N07-1023,1,0
N04-1013,15,0
P03-1044,16,0
H94-1020,1,0
D07-1111,15,0
P01-1067,0,1
W06-1642,16,0
J93-1004,0,0
P06-1066,11,0
W07-2014,18,0
W97-0302,15,0
C90-3052,6,0
P04-1077,9,1
W05-0904,8,0
P08-2012,12,0
W04-2319,12,0
E06-1040,12,0
H92-1045,17,0
W00-1427,0,0
D07-1076,17,0
P08-1114,9,0
P90-1032,1,0
W05-0602,0,0
W02-0301,0,0
E06-1038,1,0
H94-1048,0,0
W97-0302,9,0
C02-1054,8,0
W07-0734,4,0
W05-0904,17,0
P05-1020,1,0
N04-1013,10,1
W04-2407,6,0
J06-3003,15,0
J04-1002,5,0
P99-1014,6,0
W06-3119,1,0
N04-4015,1,0
W05-1513,13,0
W11-2123,18,1
C08-1109,2,0
E06-1051,8,0
W00-0730,6,0
P99-1068,0,0
I05-2038,15,0
P11-1055,2,0
N04-1015,12,0
P98-1069,6,0
D09-1026,1,0
E06-1005,8,0
E99-1010,0,0
W09-0424,5,0
I05-3025,13,0
H05-2018,2,0
P95-1050,13,0
P98-2182,11,0
A00-2030,7,0
P06-1091,13,0
W08-1301,0,0
P05-1012,5,0
N09-1037,11,0
D08-1014,11,0
W02-0301,4,0
P89-1010,17,0
N09-2004,13,0
P07-1030,10,0
J93-2006,5,0
I05-3017,8,0
P05-1034,14,1
C96-1058,9,1
J02-3001,6,0
D07-1061,5,0
W06-2922,3,0
A94-1016,5,0
W07-2016,3,1
W06-2932,16,0
W93-0301,2,0
P05-1077,0,0
P03-2041,6,0
W93-0301,5,0
J00-1004,6,0
P08-1102,10,0
W11-2123,1,0
J99-1003,9,0
W95-0107,15,0
H05-1044,19,0
N09-1046,12,0
W02-1018,14,0
P04-1054,1,0
H93-1061,1,0
W06-3812,1,0
H91-1026,12,0
P04-1041,1,0
W00-0726,5,1
P02-1062,1,0
C02-1145,7,0
P85-1008,17,0
P03-1021,17,0
C04-1046,1,1
J88-1003,2,0
W11-0705,2,0
P05-1067,4,0
D07-1091,6,0
P12-1092,7,0
J08-1001,15,1
P02-1035,8,1
W07-0718,1,0
C96-2141,12,0
J03-3002,19,0
P99-1041,19,0
P05-1022,19,0
E06-1043,6,0
A97-1029,18,0
W95-0103,8,0
N07-1071,1,1
E06-1005,3,0
P02-1038,15,0
W07-2014,9,0
W06-3114,9,0
J80-3003,0,0
J10-3003,3,1
W07-1401,4,1
W97-0302,11,0
J06-1003,0,0
P07-1032,7,1
N12-1052,1,0
W03-1728,1,1
J94-2001,16,0
C00-2136,4,0
P08-1101,18,0
D11-1033,2,0
W99-0623,15,1
W02-1001,2,0
P98-2180,6,0
W05-1513,14,0
P11-2031,8,0
C88-2128,7,0
W11-2123,12,0
P06-1011,3,0
P05-1045,6,0
P87-1015,7,0
J03-3002,14,0
J99-4004,10,1
E03-1076,15,0
P06-1109,11,0
E06-1027,3,0
W00-1303,13,0
P99-1059,12,0
P02-1006,3,0
J87-1004,8,0
W03-1812,5,0
W99-0612,10,0
P96-1021,12,0
P93-1002,6,0
P11-2031,9,0
P05-1074,3,0
P07-1121,2,0
D07-1091,4,0
W09-1119,18,0
P01-1005,12,0
P04-1085,6,0
J01-2002,4,0
P96-1027,5,0
J98-1001,14,0
P06-1097,0,0
N01-1026,2,0
P07-1091,9,0
W03-1719,9,0
W04-3206,12,0
P06-1032,3,0
H05-1079,0,1
N04-1016,17,0
P10-1052,8,0
W08-0509,15,0
P05-1067,12,0
P08-2007,9,0
W06-1670,10,0
J00-4003,2,0
N06-1014,18,0
P99-1071,0,0
P07-1031,5,1
A00-2024,12,0
P08-1119,2,0
P07-1028,13,0
W06-1203,16,0
P99-1065,15,0
P05-1073,1,0
P04-1077,4,1
J94-3001,8,0
W06-3114,5,0
D07-1074,10,0
W99-0613,11,0
P08-1101,9,0
W07-0718,4,0
J90-1004,11,0
W09-1304,16,0
P07-1107,3,0
D08-1068,16,0
P08-1108,9,0
N04-1042,7,0
C04-1059,9,0
C10-1152,6,0
M95-1005,10,0
C86-1016,0,0
J97-1003,9,0
P99-1059,7,0
J97-3003,18,0
W04-3219,9,0
J02-1002,14,0
P09-1058,2,0
P04-1043,5,0
P95-1037,10,1
P97-1009,1,0
P09-1057,17,1
P04-1066,15,0
H05-1004,4,0
D11-1033,4,0
J93-1003,17,1
P06-1115,12,0
W06-3105,8,0
W97-1306,10,0
D07-1072,4,0
P05-1052,6,0
W07-2018,6,0
W08-0509,13,0
D07-1043,19,0
W07-1401,15,0
J05-4003,6,0
C94-1027,7,1
W05-0904,15,1
W02-0817,12,0
W07-2009,7,0
P90-1010,7,0
P04-1085,7,0
P02-1014,10,0
D08-1076,5,0
P01-1064,14,0
W06-1606,7,0
P03-1035,5,0
J88-2006,7,0
D07-1007,2,0
N12-1067,7,1
P10-1146,2,0
N06-1014,13,0
P05-1018,4,0
W97-0302,4,0
I05-3025,18,0
P02-1001,16,0
W04-1221,4,0
P97-1035,7,0
D07-1043,5,0
D09-1005,19,0
P12-1092,6,0
P08-1102,6,0
W04-3213,15,0
P06-1043,15,0
P04-1013,7,0
D12-1133,1,0
J93-2003,19,0
D08-1083,10,0
H93-1061,9,0
D07-1104,17,0
W96-0208,5,0
P01-1067,3,0
P00-1058,13,0
W02-1210,3,0
P09-1104,6,0
P06-1121,9,0
P04-1061,16,1
P02-1035,2,1
P95-1026,12,0
W04-3213,0,0
N03-1028,6,0
N04-4015,3,0
W06-2932,7,0
C90-3030,1,0
P03-1012,6,1
W00-1427,2,0
E03-1071,16,0
P07-1055,9,0
P98-1035,3,0
P06-1055,8,0
P11-1060,8,0
W99-0611,0,0
W00-0726,2,0
N06-1014,2,0
J98-4003,9,0
P04-1083,6,0
P09-1026,6,0
H05-1004,19,0
A97-1014,16,0
P89-1010,5,1
W98-1411,4,1
P07-1003,12,0
P09-1116,1,0
P05-1052,17,0
W07-0403,8,1
W08-1301,7,0
D08-1016,10,0
P97-1017,12,1
J02-1002,10,1
P05-1022,1,0
S12-1053,4,0
W02-1011,8,0
A00-2031,4,0
N09-1036,10,0
W98-1411,2,0
P06-2014,1,0
P10-1044,4,0
N01-1006,16,1
P02-1031,9,0
W06-3812,12,1
D07-1097,9,0
P03-2041,13,0
P89-1009,6,0
J87-1005,1,0
W06-1606,15,0
C96-1005,5,1
W04-3208,13,0
P99-1067,19,0
D07-1101,19,0
N06-1003,0,0
P05-1033,8,1
W10-2805,13,0
W97-0703,14,0
P96-1027,19,0
E06-1038,15,0
W03-0430,8,1
W04-2401,18,0
W02-1011,7,0
C96-1079,4,0
C04-1197,12,0
P04-1075,4,0
P99-1041,13,0
P98-2127,14,0
J08-1002,16,0
I05-3017,2,0
P02-1018,10,0
J03-1002,7,0
W04-3201,11,1
P06-2005,17,0
W11-1801,8,0
C04-1197,1,0
N03-1016,12,0
J07-2003,17,1
W08-2102,12,0
W06-1607,3,0
J01-2001,17,0
P08-1101,11,0
P03-1069,16,0
J92-4003,15,0
C10-1011,4,1
P04-1005,12,0
P08-1028,10,0
P08-1102,1,0
N01-1008,4,1
P06-1055,11,1
W06-1607,13,0
D07-1091,13,1
P01-1030,11,0
W97-0311,4,1
W04-3205,3,0
W06-1616,6,0
P05-1071,17,0
D09-1058,1,1
J02-1002,2,0
N01-1025,1,0
W08-0309,7,0
W02-0817,6,1
J99-4005,3,0
J02-3001,7,0
W02-0902,12,0
C96-1021,15,0
D07-1043,7,0
N06-1003,18,0
J05-4003,3,0
P01-1019,8,0
N09-1036,4,0
J01-3003,2,0
P06-2006,1,0
J92-4003,14,1
P06-1109,6,0
P07-1096,11,0
P99-1041,10,0
W99-0623,19,0
C02-1139,9,0
P02-1060,17,0
P00-1037,5,0
W04-0807,3,0
P05-1022,14,0
D07-1071,11,0
C04-1059,0,0
H91-1026,0,0
N04-4026,4,0
W03-1011,5,0
W02-1210,1,0
P02-1035,19,0
P92-1017,4,0
D08-1024,12,1
P08-1004,5,0
P88-1020,2,0
N04-1033,1,0
W10-3001,3,0
P98-1034,0,0
W06-1639,10,0
D08-1083,3,1
C10-1152,1,0
D09-1030,6,0
N01-1020,15,0
P97-1005,2,0
J91-4003,0,0
W00-0730,16,0
W03-0419,12,1
D07-1071,10,0
N13-1039,0,0
P96-1011,13,0
C04-1024,5,0
P08-1102,15,0
P92-1008,5,0
P08-1090,9,0
P06-1115,9,0
P05-1017,5,0
J98-3005,4,0
N10-1020,11,1
P03-1001,15,0
E99-1010,13,0
P95-1026,19,0
W06-3601,18,1
P95-1021,9,0
C04-1200,4,0
J02-1003,9,0
P96-1041,17,1
W06-2932,1,0
D08-1083,0,0
N04-1014,4,0
J10-4006,14,0
J98-3005,10,0
D07-1007,3,1
J99-4005,7,0
P07-1065,18,0
P06-1104,19,1
N13-1090,2,0
P02-1018,7,1
C02-1114,11,0
N01-1025,5,0
P09-1113,13,0
W01-1313,4,0
N03-1021,18,0
P05-1036,6,0
H05-1073,1,0
J99-4004,15,0
N04-1041,8,0
N01-1020,19,0
W02-1001,6,0
P05-1033,9,0
P02-1053,1,1
C04-1073,17,0
P02-1042,0,0
P07-1091,13,0
P02-1042,16,1
P03-1019,17,0
W96-0102,5,0
A97-1039,15,0
W04-2609,0,1
P02-1046,5,0
W09-1105,4,0
A97-1030,9,0
P96-1011,10,0
W99-0604,7,0
P02-1047,4,0
N04-1016,8,0
P11-1055,16,1
P05-1073,16,0
P94-1019,19,1
P06-1038,19,0
W99-0604,18,1
W06-3808,11,0
J93-2002,0,0
D07-1077,6,1
W04-3205,4,0
P10-1110,11,0
W99-0613,1,0
P04-3022,17,0
W03-1011,4,1
P93-1024,15,0
C96-2141,13,0
W02-2016,8,0
J96-1002,0,0
N01-1026,14,0
N07-1051,14,0
P07-1056,7,0
P08-1090,2,0
P08-1109,3,0
D08-1011,7,0
W04-3247,9,0
J04-3002,4,0
J01-3001,2,0
P07-1125,12,0
N04-1033,12,0
W96-0208,6,0
D07-1097,16,0
J96-1001,12,0
P08-1024,13,1
C02-1150,16,0
P99-1065,8,0
N09-1028,10,0
P02-1006,17,0
P98-1029,4,0
P96-1011,18,0
J86-3001,7,0
J00-1004,18,0
D11-1033,0,0
C04-1041,11,0
C00-2137,12,0
P06-2094,3,0
W05-1203,14,0
W01-0501,6,0
N04-3012,14,0
H94-1048,9,1
W03-1014,17,0
P96-1027,13,0
J97-4005,10,0
C02-1145,2,1
H01-1035,19,0
J88-2006,4,0
W00-1427,5,0
N04-1013,8,0
P06-1095,11,0
P09-1068,10,0
J97-4005,11,0
P85-1008,9,0
W07-0734,13,0
P05-1072,16,0
W03-0404,5,0
N04-1041,17,0
J97-4005,9,0
D10-1115,16,0
H91-1026,10,0
J03-4004,0,0
P05-1047,9,0
J96-2004,14,1
P03-1019,14,0
A97-1039,3,0
W11-0705,4,0
P05-3026,5,0
P03-1029,7,0
W97-0322,8,0
D07-1104,5,1
P83-1021,9,0
J88-1003,4,0
J93-1006,0,0
C94-2174,1,0
W97-0302,6,0
P01-1008,14,0
W11-2107,4,0
W11-2123,4,0
P06-1124,7,1
J93-3003,0,0
W07-2006,7,0
P07-1094,0,0
P02-1046,16,0
W06-3105,7,0
P99-1069,2,0
P06-4020,6,0
W01-0501,18,0
N09-1009,12,0
W05-1513,17,0
P08-1028,17,1
A97-1004,0,0
J96-1001,8,1
D07-1114,4,1
W06-1670,0,0
W06-3105,18,0
P01-1008,5,0
A97-1029,1,0
P99-1041,5,0
D08-1076,17,0
J08-2005,1,0
D08-1024,15,0
W11-1801,11,0
A00-1031,9,0
W08-0509,5,0
J01-2001,13,0
J98-1001,0,0
I08-1059,5,0
P97-1009,13,0
P07-1121,12,0
P07-1003,3,0
P06-1121,5,0
W08-1301,4,0
P02-1040,14,0
J91-4003,9,0
P89-1010,15,0
J95-2003,14,1
I08-1059,1,1
J04-2003,1,1
P06-1121,13,0
